사업장명,시도명,시군구명,사업장업종명,세차유형,소재지도로명주소,휴무일,평일운영시작시각,평일운영종료시각,휴일운영시작시각,휴일운영종료시각,세차요금정보,대표자명,세차장전화번호,수질허가번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
남성대주유소,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 송파대로 52(장지동),,,,,,,,02-409-2211,240,37.475372,127.127532,2020-02-20,3230000,서울특별시 송파구
대산카독크,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 마천로 88(오금동),,,,,,,,02-430-3235,269,37.5067102612,127.129875,2020-02-20,3230000,서울특별시 송파구
올림픽모터스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 중대로 308(오금동),,,,,,,,02-448-4402,495,37.5076901368,127.133482,2020-02-20,3230000,서울특별시 송파구
완불주유소,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 송파대로 3(장지동),,,,,,,,02-3402-2900,520,37.471164,127.126137,2020-02-20,3230000,서울특별시 송파구
오륜카크리닉,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 위례성대로22길10(오금동),,,,,,,,02-408-9492,522,37.509427,127.130875,2020-02-20,3230000,서울특별시 송파구
신흥공업사,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송파대로22길4-8(문정동),,,,,,,,02-409-2994,534,37.487051,127.122536,2020-02-20,3230000,서울특별시 송파구
제일현대카서비스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 36길13(가락동),,,,,,,,02-448-9488,615,37.502243,127.125302,2020-02-20,3230000,서울특별시 송파구
현대카정비센타,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 46길 6(가락동),,,,,,,,02-403-9008,643,37.496731,127.136181,2020-02-20,3230000,서울특별시 송파구
쟈칼모터스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 거마로 8(거여동),,,,,,,,02-403-1410,656,37.493682,127.145018,2020-02-20,3230000,서울특별시 송파구
바람드리성셀프세차장,서울특별시,송파구,정비업소,셀프세차,서울특별시 송파구 토성로 11(풍납동),,,,,,,,02-486-7991,683,37.531218,127.112023,2020-02-20,3230000,서울특별시 송파구
모범카세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 36길 47(가락동),,,,,,,,02-409-0376,1,37.499636,127.123136,2020-02-20,3230000,서울특별시 송파구
동양주유소 자동세차장,전라남도,구례군,세차장,자동세차,전라남도 구례군 구례읍 봉성로 12,,,,,,,,061-782-2035,Jan-96,35.203434,127.464666,2019-06-26,4870000,전라남도 구례군
매일세차장,서울특별시,송파구,손세차,손세차,서울특별시 송파구 오금로19길4(방이동),,,,,,,,02-421-1383,651,37.510054,127.113562,2020-02-20,3230000,서울특별시 송파구
명품손세차장,서울특별시,송파구,손세차,손세차,서울특별시 송파구 오금로 179(방이동),,,,,,,,02-425-4255,840,37.509379,127.114475,2020-02-20,3230000,서울특별시 송파구
아우라게러지,서울특별시,송파구,손세차,손세차,서울특별시 송파구 백제고분로33길4(석촌동),,,,,,,,,848,37.503071,127.098917,2020-02-20,3230000,서울특별시 송파구
가든파이브에너지서비스,서울특별시,송파구,손세차,기계식세차,서울특별시 송파구 탄천동로 740(장지동),,,,,,,,02-409-5145,852,37.475838,127.123639,2020-02-20,3230000,서울특별시 송파구
비아이피오토,서울특별시,송파구,손세차,손세차,서울특별시 송파구 중대로10길 35-22(가락동),,,,,,,,02-430-5939,857,37.491586,127.124792,2020-02-20,3230000,서울특별시 송파구
㈜송파오토파트,서울특별시,송파구,손세차,손세차,"서울특별시 송파구 송파대로 55(장지동, 서울복합물류 지상1층)",,,,,,,,070-7510-2590,860,37.474165,127.123881,2020-02-20,3230000,서울특별시 송파구
상아주유소,서울특별시,송파구,손세차,기계식세차,서울특별시 송파구 거마로 82(마천동),,,,,,,,02-409-8251,861,37.500126,127.147835,2020-02-20,3230000,서울특별시 송파구
(주)잠실에너지,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 송파대로 44길 4(송파동),,,,,,,,02-414-5010,21,37.506532,127.106752,2020-02-20,3230000,서울특별시 송파구
SK네트웍스(주)올림픽주유소,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 위례성대로 188(오금동),,,,,,,,02-448-9804,22,37.509739,127.131862,2020-02-20,3230000,서울특별시 송파구
매일카종합,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 147(방이동),,,,,,,,02-425-3222,27,37.510848,127.111617,2020-02-20,3230000,서울특별시 송파구
스마일카센타,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송이로 169(가락동),,,,,,,,02-448-1313,32,37.492363,127.125955,2020-02-20,3230000,서울특별시 송파구
삼호카세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송이로 92(가락동),,,,,,,,02-408-9974,35,37.497681,127.120568,2020-02-20,3230000,서울특별시 송파구
한양카써비스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송이로 17(송파동),,,,,,,,02-413-9330,41,37.503531,127.116334,2020-02-20,3230000,서울특별시 송파구
태양모터스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송이로 143(가락동),,,,,,,,02-449-9216,57,37.4942499055,127.124339,2020-02-20,3230000,서울특별시 송파구
(주)삼표에너지,서울특별시,송파구,정비업소,기계식세차,서울특별시 송파구 도곡로 438(잠실동),,,,,,,,02-416-1911,60,37.504612,127.077394,2020-02-20,3230000,서울특별시 송파구
잠실카세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 삼전로 43(잠실동),,,,,,,,02-417-5952,61,37.503207,127.086662,2020-02-20,3230000,서울특별시 송파구
오금점기아오토큐,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 중대로 294(오금동),,,,,,,,02-402-1208,71,37.506599,127.1327698221,2020-02-20,3230000,서울특별시 송파구
주식회사리왁스인터네셔널,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 동남로 23길 55(오금동),,,,,,,,02-402-3990,77,37.504496,127.134227,2020-02-20,3230000,서울특별시 송파구
유영자동차공업사,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 백제고분로45길38(송파동),,,,,,,,02-419-6480,88,37.510917,127.107722,2020-02-20,3230000,서울특별시 송파구
도로교통공단 강남운전면허시험장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 잠실동 925-1,,,,,,,,02-2193-7673,94,37.505288,127.061948,2020-02-20,3230000,서울특별시 송파구
(주)삼정석유 삼정주유소,서울특별시,송파구,정비업소,기계식세차,서울특별시 송파구 백제고분로 252(삼전동),,,,,,,,02-412-5189,96,37.502239,127.094288,2020-02-20,3230000,서울특별시 송파구
현대자동차풍납점,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 토성로 49(풍납동),,,,,,,,02-487-7814,97,37.529628,127.115881,2020-02-20,3230000,서울특별시 송파구
대원자동차공업사,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 삼전로2길31(삼전동),,,,,,,,02-416-1466,103,37.500489,127.087767,2020-02-20,3230000,서울특별시 송파구
픽스카서비스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 마천로 231(마천동),,,,,,,,02-449-0051,110,37.500225,127.143624,2020-02-20,3230000,서울특별시 송파구
SK네트웍스(주) 방이주유소,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 위례성대로 12길38(방이동),,,,,,,,02-424-3051,112,37.510673,127.120801,2020-02-20,3230000,서울특별시 송파구
(주)지에스이앤알송파제일주유소,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 삼학사로 50(석촌동),,,,,,,,02-424-2900,115,37.501692,127.097232,2020-02-20,3230000,서울특별시 송파구
정직한주유소,서울특별시,송파구,주유소,기계식세차,서울특별시 송파구 오금로 455(거여동),,,,,,,,02-406-4634,116,37.495576,127.140322,2020-02-20,3230000,서울특별시 송파구
효성공업사,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송이로 21길 40(가락동),,,,,,,,02-402-3793,127,37.4989800096,127.122786,2020-02-20,3230000,서울특별시 송파구
붕붕카세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 마천로11길 18(오금동),,,,,,,,02-401-7727,128,37.5074104284,127.132233,2020-02-20,3230000,서울특별시 송파구
만도프라자올림픽점,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 위례성대로 204(오금동),,,,,,,,02-402-7724,130,37.509121,127.133163,2020-02-20,3230000,서울특별시 송파구
MK모터스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 삼학사로85(삼전동),,,,,,,,02-422-6969,133,37.504825,127.096856,2020-02-20,3230000,서울특별시 송파구
화엄세차장,전라남도,구례군,세차장,,전라남도 구례군 마산면 화엄사로 270,,,,,,,,061-782-5993,Feb-94,35.233588,127.488333,2019-06-26,4870000,전라남도 구례군
㈜중앙그린에너지,전라남도,함평군,세차장,세차,전라남도 함평군 해보면 영광로 2542,휴일,08:00,18:00,00:00,00:00,별도문의,홍유석,061-323-6030,신19-98,35.177451,126.5958761109,2020-07-13,4960000,전라남도 함평군
제이에스모터스,서울특별시,구로구,세차장,손세차,서울특별시 구로구 가마산로 77,일요일,09:00,18:00,09:00,15:00,,정성훈,02-851-5557,430,37.4856032266,126.8750780687,2020-02-25,3160000,서울특별시 구로구
제니스세차장,서울특별시,구로구,세차장,손세차,서울특별시 구로구 안양천로539길 11,,,,,,,박창용,02-2615-4572,463,37.5047173819,126.8702554526,2020-02-25,3160000,서울특별시 구로구
오카,서울특별시,구로구,세차장,손세차,서울특별시 구로구 가마산로 91-30 (외1),연중무휴,10:00,19:00,,,,김인영,02-862-3887,467,37.4869030824,126.8773734828,2020-02-25,3160000,서울특별시 구로구
워시포레,서울특별시,구로구,세차장,셀프세차,"서울특별시 구로구 안양천로537길 16, 1층",연중무휴,07:00,23:00,07:00,00:00,,박지윤,070-8893-0277,489,37.5044061642,126.8691024100,2020-02-25,3160000,서울특별시 구로구
엠엔디,서울특별시,구로구,세차장,셀프세차,서울특별시 구로구 오리로13길 48,연중무휴,10:00,00:00,10:00,00:00,,한지연,02-2685-2323,490,37.4887349314,126.8313997164,2020-02-25,3160000,서울특별시 구로구
경인자동차공업사,서울특별시,구로구,세차장,손세차,서울특별시 구로구 경인로 536,일요일,09:00,18:00,,,,박원식,02-2633-8149,493,37.5012547489,126.877797,2020-02-25,3160000,서울특별시 구로구
개봉충전소,서울특별시,구로구,세차장,자동세차,서울특별시 구로구 경인로 364,연중무휴,09:00,19:00,09:00,19:00,,설동환,,494,37.496598,126.8606075968,2020-02-25,3160000,서울특별시 구로구
카매니지먼트,서울특별시,구로구,세차장,손세차,서울특별시 구로구 구로동로 231,연중무휴,09:00,19:00,09:00,19:00,,박영희,02-855-0607,495,37.4992410701,126.882297,2020-02-25,3160000,서울특별시 구로구
핑거워시,서울특별시,구로구,세차장,셀프세차,서울특별시 구로구 천왕로2길 31,연중무휴,06:00,00:00,06:00,00:00,,김나영,,496,37.481343,126.839633,2020-02-25,3160000,서울특별시 구로구
킹콩샤워 구로점,서울특별시,구로구,세차장,셀프세차,서울특별시 구로구 연동로 261,연중무휴,06:00,00:00,06:00,00:00,,김영신외 3명,,498,37.483045,126.822827,2020-02-25,3160000,서울특별시 구로구
석촌점현대자동차,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송파대로39길6(석촌동),,,,,,,,02-421-4087,780,37.502832,127.108312,2020-02-20,3230000,서울특별시 송파구
에코카랜드,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 새말로5길4-4(문정동),,,,,,,,02-404-5155,788,37.483055,127.124909,2020-02-20,3230000,서울특별시 송파구
T스테이션 문정점,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 새말로98 (문정동),,,,,,,,02-403-3385,793,37.482479,127.124804,2020-02-20,3230000,서울특별시 송파구
예일세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 삼전로1길 10(잠실동),,,,,,,,02-4420-1577,798,37.501885,127.085407,2020-02-20,3230000,서울특별시 송파구
ICM 모터스세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 중대로23길 1-11(가락동),,,,,,,,02-511-1176,806,37.500929,127.126802,2020-02-20,3230000,서울특별시 송파구
작스모터스 문정점,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 문정로55-6(문정동),,,,,,,,02-415-3545,817,37.487005,127.128922,2020-02-20,3230000,서울특별시 송파구
세이프모터스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 마천로25길3(오금동),,,,,,,,02-401-1195,823,37.503261,127.139608,2020-02-20,3230000,서울특별시 송파구
워시맥스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 22길 26(송파동),,,,,,,,02-2242-3007,828,37.508526,127.113184,2020-02-20,3230000,서울특별시 송파구
솔모루세차장,서울특별시,송파구,렌터업체,손세차,서울특별시 송파구 성내천로 110(오금동),,,,,,,,02-482-8585,829,37.499663,127.140348,2020-02-20,3230000,서울특별시 송파구
홍익에너지㈜,서울특별시,송파구,충전소,기계식세차,"서울특별시 송파구 석촌호수로 242,240",,,,,,,,02-412-5151,833,37.508066,127.103741,2020-02-20,3230000,서울특별시 송파구
미라클엠,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 중대로 20길26(가락동),,,,,,,,02-404-1433,835,37.497551,127.128203,2020-02-20,3230000,서울특별시 송파구
강동엘피지충전소,서울특별시,송파구,충전소,기계식세차,"서울특별시 송파구 삼전로 47, 45-8, 45-18(잠실동)",,,,,,,,02-415-3311,839,37.503495,127.086879,2020-02-20,3230000,서울특별시 송파구
워시박스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 17길14(방이동),,,,,,,,02-423-0216,841,37.511839,127.111999,2020-02-20,3230000,서울특별시 송파구
현대카서비스,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 송이로 107(가락동),,,,,,,,02-407-6946,842,37.496948,127.121901,2020-02-20,3230000,서울특별시 송파구
스타워시 카케어 서울본점,서울특별시,송파구,정비업소,손세차,"서울특별시 송파구 송이로 28길 8,1층(문정동)",,,,,,,,02-402-8440,844,37.490323,127.126549,2020-02-20,3230000,서울특별시 송파구
파크세차장,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 성내천로 47길33(마천동),,,,,,,,02-448-9589,847,37.495872,127.157493,2020-02-20,3230000,서울특별시 송파구
지쓰리카케어 잠실점,서울특별시,송파구,정비업소,손세차,"서울특별시 송파구 가락로 58,1층(석촌동)",,,,,,,,02-421-6161,849,37.4995503839,127.102943,2020-02-20,3230000,서울특별시 송파구
㈜온리원엠케이,서울특별시,송파구,정비업소,손세차,서울특별시 송파구 오금로 133(방이동),,,,,,,,02-423-1722,851,37.5114299498,127.110139,2020-02-20,3230000,서울특별시 송파구
가락서비스,서울특별시,송파구,손세차,손세차,서울특별시 송파구 중대로 187(가락동),,,,,,,,,172,37.498782,127.125613,2020-02-20,3230000,서울특별시 송파구
현대세차장,서울특별시,송파구,손세차,손세차,서울특별시 송파구 석촌호수로 170(삼전동),,,,,,,,,636,37.506505,127.095632,2020-02-20,3230000,서울특별시 송파구
2u카모터스,광주광역시,동구,자동차 세차업,,광주광역시 동구 중흥로 229,,,,,,,김승학,062-226-4009,3590000-22-2007-00004,35.159454,126.918648,2019-10-08,3590000,광주광역시 동구
만 종합카센타세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 화산로 346,,,,,,,조상근,062-234-1442,3590000-22-2007-00007,35.119387,126.9316997,2019-10-08,3590000,광주광역시 동구
신용산세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 화산로 362,,,,,,,김영배,,3590000-22-2008-00003,35.119805,126.9332301,2019-10-08,3590000,광주광역시 동구
이일카세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 무등로 427,,,,,,,정찬정,062-675-2363,3590000-22-2009-00001,35.158089,126.928669,2019-10-08,3590000,광주광역시 동구
신학동 세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 천변우로 637-10,,,,,,,박주성,,3590000-22-2012-00001,35.130142,126.929165,2019-10-08,3590000,광주광역시 동구
(주)대창석유,광주광역시,동구,자동차 세차업,,광주광역시 동구 남문로 307,,,,,,,고재관,062-383-6831,3590000-22-2013-00001,35.100002,126.939335,2019-10-08,3590000,광주광역시 동구
고고카게어,광주광역시,동구,자동차 세차업,,광주광역시 동구 남문로 562-1,,,,,,,이창선,062-236-1968,3590000-22-2014-00002,35.121308,126.933502,2019-10-08,3590000,광주광역시 동구
월남동차고지세차장,광주광역시,동구,자동차 수리 및 세차업,,광주광역시 동구 남문로 333,,,,,,,임동춘,062-227-8711,3590000-22-2015-00002,35.101612,126.938568,2019-10-08,3590000,광주광역시 동구
무등세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 남문로 766,,,,,,,이현숙,,3590000-22-2017-00001,35.138076,126.924631,2019-10-08,3590000,광주광역시 동구
(유)한결자동차서비스,광주광역시,동구,자동차 종합 수리업,,광주광역시 동구 소태길 76,,,,,,,최승일,062-234-4940,3590000-22-2018-00001,35.120558,126.940595,2019-10-08,3590000,광주광역시 동구
스타세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 마들로 752-1 (도봉동),,,,,,,김성호,02-995-0480,Mar-02,37.6767459,127.0488253,2019-09-30,3090000,서울특별시 도봉구
캠코24시셀프세차장,서울특별시,도봉구,세차장,셀프세차,서울특별시 도봉구 방학로 183 (방학동),,,,,,,권용석,02-3492-3654,2003-14,37.6619155,127.032153,2019-09-30,3090000,서울특별시 도봉구
빛나리세차장,서울특별시,도봉구,세차장,셀프세차,서울특별시 도봉구 도봉로143길 10 (방학동),,,,,,,장옥화,02-956-7439,Mar-05,37.6618802,127.0415199,2019-09-30,3090000,서울특별시 도봉구
퍼스트셀프손세차장,서울특별시,도봉구,세차장,셀프세차,서울특별시 도봉구 도당로 40-13 (방학동),,,,,,,서호삼,02-3494-0412,May-10,37.6621779,127.0355883,2019-09-30,3090000,서울특별시 도봉구
카멘세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 우이천로 298-1(쌍문동),,,,,,,이일권,02-900-0700,Jan-12,37.6445563,127.029193,2019-09-30,3090000,서울특별시 도봉구
대박셀프세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 도봉로140길 37 (창동),,,,,,,고영수,02-3399-2050,Feb-12,37.6610361,127.0429587,2019-09-30,3090000,서울특별시 도봉구
프로세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 도당로 138-5(방학동),,,,,,,손정빈,02-3492-7123,Jan-15,37.6668998,127.0418396,2019-09-30,3090000,서울특별시 도봉구
스타세차,서울특별시,도봉구,세차장,,서울특별시 도봉구 도봉로136다길 31(창동),,,,,,,조선우,02-990-9002,Jan-16,37.6602626,127.0428161,2019-09-30,3090000,서울특별시 도봉구
애니모터스,서울특별시,도봉구,세차장,,서울특별시 도봉구 노해로 281,,,,,,,장재원,02-990-3071,Feb-92,37.6518205,127.0395583,2019-09-30,3090000,서울특별시 도봉구
애니카랜드 도봉점,서울특별시,도봉구,세차장,,서울특별시 도봉구 도봉로 779,,,,,,,정태명,02-955-9281,Mar-93,37.6741169,127.0439369,2019-09-30,3090000,서울특별시 도봉구
숭미세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 노해로 157,,,,,,,김용주,02-904-3799,May-93,37.6487889,127.0266188,2019-09-30,3090000,서울특별시 도봉구
현대모터스,서울특별시,도봉구,세차장,,서울특별시 도봉구 노해로 279,,,,,,,김대성,02-900-3399,May-94,37.6517995,127.0391869,2019-09-30,3090000,서울특별시 도봉구
OK정비공업사,서울특별시,도봉구,세차장,,서울특별시 도봉구 시루봉로 214,,,,,,,이태헌,02-3492-3238,Jul-02,37.6674168,127.0340923,2019-09-30,3090000,서울특별시 도봉구
애니카랜드 쌍문점,서울특별시,도봉구,세차장,,서울특별시 도봉구 도당로 20,,,,,,,김영철,02-999-1474,2003-15,37.6599612,127.035124,2019-09-30,3090000,서울특별시 도봉구
영카서비스,서울특별시,도봉구,세차장,,서울특별시 도봉구 해등로 16길 5,,,,,,,박영수,02-900-7118,Feb-06,37.6564639,127.0407112,2019-09-30,3090000,서울특별시 도봉구
에스원자동차,서울특별시,도봉구,세차장,,서울특별시 도봉구 방학로 200-34,,,,,,,김우용,02-954-2223,Jun-06,37.6624019,127.0280766,2019-09-30,3090000,서울특별시 도봉구
금호세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 우이천로 144,,,,,,,주재섭,02-4764-8063,Feb-16,37.6336032,127.0392896424,2019-09-30,3090000,서울특별시 도봉구
ABC세차장,서울특별시,도봉구,세차장,,서울특별시 도봉구 노해로 61길 3,,,,,,,박성호,02-2344-3993,Mar-16,37.6517089,127.0374632,2019-09-30,3090000,서울특별시 도봉구
명품상사주식회사,충청북도,음성군,자동차세차업,자동,충청북도 음성군 감곡면 가곡로 715,,09:00,18:00,09:00,18:00,,문경민,043-881-4555,2002-572,37.1116461,127.7187641,2019-09-29,4470000,충청북도 음성군
감곡농업협동조합 주유소,충청북도,음성군,주유소,자동,충청북도 음성군 감곡면 음성로 2608,,09:00,18:00,09:00,18:00,,조합장,043-881-2490,2015-27,37.1085191,127.6427651,2019-09-29,4470000,충청북도 음성군
감곡직영주유소,충청북도,음성군,주유소,자동,충청북도 음성군 감곡면 음성로 2479,,09:00,18:00,09:00,18:00,,이재천,043-881-8787,2006-796,37.0988221,127.6348771,2019-09-29,4470000,충청북도 음성군
서울석유㈜ 본오주유소,경기도,상록구,세차시설,,경기도 안산시 상록구 석호로 369,,,,,,,,031-409-7804,2017-142,37.293490,126.871830,2019-07-05,3930000,경기도 안산시
북고개주유소,경기도,상록구,세차시설,,"경기도 안산시 상록구 수인로 1166, 옆건물",,,,,,,,031-417-9050,2018-405,37.301829,126.880373,2019-07-05,3930000,경기도 안산시
초록세차장,전라북도,완주군,세차장,손세차,전라북도 완주군 삼례읍 동학로 22,,,,,,,이창훈,063-291-1190,4720000-22-2000-00008,35.9223258,127.0712547,2019-10-10,4720000,전라북도 완주군
온누리카센타·세차장,전라북도,완주군,세차장,손세차,전라북도 완주군 삼례읍 충혼안길 3,,,,,,,이대봉,063-291-2479,4720000-22-2000-00011,35.9076438,127.0659939,2019-10-10,4720000,전라북도 완주군
봉동세차장,전라북도,완주군,세차장,손세차,전라북도 완주군 봉동읍 건전길 52-8,,,,,,,조승재,063-261-7509,4720000-22-2000-00020,35.9290744,127.158393,2019-10-10,4720000,전라북도 완주군
광명세차장,전라북도,완주군,세차장,손세차,전라북도 완주군 봉동읍 봉동로 141,,,,,,,유래경,063-261-4722,4720000-22-2000-00032,35.9375809,127.1592114,2019-10-10,4720000,전라북도 완주군
전라세차장,전라북도,완주군,세차장,손세차,전라북도 완주군 봉동읍 삼봉로 880,,,,,,,배일규,063-263-5241,4720000-22-2003-00002,35.9384162,127.1525706,2019-10-10,4720000,전라북도 완주군
희망카세차장,전라북도,완주군,세차장,손세차,전라북도 완주군 고산면 고산로 83-18,,,,,,,최준호,063-263-4997,4720000-22-2008-00003,35.9765007,127.1972927,2019-10-10,4720000,전라북도 완주군
777셀프세차장,전라북도,완주군,셀프세차,셀프세차,전라북도 완주군 봉동읍 봉동동서로 75,,,,,,,유인숙,063-262-7771,4720000-22-2011-00003,35.936295,127.1522362,2019-10-10,4720000,전라북도 완주군
정다운셀프세차,전라북도,완주군,셀프세차,셀프세차,전라북도 완주군 삼례읍 왕궁로 3-1,,,,,,,조인자,063-291-9790,4720000-22-2013-00008,35.9200416,127.0760937,2019-10-10,4720000,전라북도 완주군
프로손세차장,전라북도,완주군,정비업소,자동세차,전라북도 완주군 봉동읍 삼봉로 904,,,,,,,김민수,063-262-2513,4720000-22-2016-00003,35.9393687,127.1548681,2019-10-10,4720000,전라북도 완주군
삼보주유소,광주광역시,동구,자동차 세차업,,광주광역시 동구 필문대로 240,,,,,,,진명섭,062-224-5189,3590000-22-2000-30102,35.149718,126.929074,2019-10-08,3590000,광주광역시 동구
애니카랜드 학동점,광주광역시,동구,자동차 세차업,,광주광역시 동구 증심천로33번길 19-1,,,,,,,정동욱,062-234-5270,3590000-22-2000-30119,35.132186,126.933196,2019-10-08,3590000,광주광역시 동구
동명주유소세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 필문대로 237,,,,,,,박남철,062-234-8851,3590000-22-2000-30134,35.149742,126.930097,2019-10-08,3590000,광주광역시 동구
크리스탈 세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 필문대로 112-1,,,,,,,주성신,062-511-3398,3590000-22-2000-30455,35.160391,126.930126,2019-10-08,3590000,광주광역시 동구
동부충전소,광주광역시,동구,자동차 세차업,,광주광역시 동구 남문로 615,,,,,,,이승만,062-222-3971,3590000-22-2000-30515,35.125679,126.931089,2019-10-08,3590000,광주광역시 동구
(주)대창석유,광주광역시,동구,자동차 세차업,,광주광역시 동구 필문대로 219,,,,,,,고재관,062-227-3334,3590000-22-2000-30524,35.1510858,126.930871,2019-10-08,3590000,광주광역시 동구
광주광역시도시철도공사기지사업소,광주광역시,동구,자동차 세차업,,광주광역시 동구 녹동길 45,,,,,,,광주도시철도공사장,062-604-8612,3590000-22-2000-30548,35.108766,126.934981,2019-10-08,3590000,광주광역시 동구
남선석유(주) 남광주주유소,광주광역시,동구,자동차 세차업,,광주광역시 동구 남문로 721,,,,,,,대표이사,062-225-5164,3590000-22-2000-30555,35.134521,126.926918,2019-10-08,3590000,광주광역시 동구
학동주유소세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 남문로 705,,,,,,,정옥진,062-226-6116,3590000-22-2000-30558,35.133312,126.9275487060,2019-10-08,3590000,광주광역시 동구
차차차세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 밤실로 26,,,,,,,이동명,062-232-8595,3590000-22-2000-30559,35.149825,126.937238,2019-10-08,3590000,광주광역시 동구
sk네트웍스(주)학운쥬유소,광주광역시,동구,자동차 세차업,,광주광역시 동구 의재로 111,,,,,,,대표이사,062-224-8708,3590000-22-2000-30564,35.132357,126.939866,2019-10-08,3590000,광주광역시 동구
지니오토,광주광역시,동구,자동차 세차업,,광주광역시 동구 필문대로 38,,,,,,,최주호,,3590000-22-2001-30425,35.163529,126.923438,2019-10-08,3590000,광주광역시 동구
일이카센타세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 무등로 398-17,,,,,,,김명현,062-226-0862,3590000-22-2002-00015,35.159296,126.925567,2019-10-08,3590000,광주광역시 동구
골든24시셀프세차,광주광역시,동구,자동차 세차업,,광주광역시 동구 천변우로 567,,,,,,,김희순,,3590000-22-2003-00019,35.133859,126.924554,2019-10-08,3590000,광주광역시 동구
신동아세차장,광주광역시,동구,자동차 세차업,,광주광역시 동구 지호로 24,,,,,,,이기곤,062-452-1117,3590000-22-2004-00001,35.148232,126.931603,2019-10-08,3590000,광주광역시 동구
아성자동차공업사,광주광역시,동구,자동차 세차업,,광주광역시 동구 지산로 45,,,,,,,신양섭,062-226-1853,3590000-22-2004-00005,35.147912,126.932293,2019-10-08,3590000,광주광역시 동구
(주)반디석유 산수점,광주광역시,동구,자동차 세차업,,광주광역시 동구 필문대로 164,,,,,,,대표이사,062-524-8301,3590000-22-2004-00015,35.156005,126.931208,2019-10-08,3590000,광주광역시 동구
고려공업사,광주광역시,동구,자동차 세차업,,광주광역시 동구 중흥로 217,,,,,,,김승복,062-228-2740,3590000-22-2005-00003,35.160023,126.917424,2019-10-08,3590000,광주광역시 동구
삼영주유소,광주광역시,동구,주유소 운영업,,광주광역시 동구 남문로 523,,,,,,,양규석,062-234-3050,3590000-22-2005-00007,35.117896,126.933726,2019-10-08,3590000,광주광역시 동구
